"session_id","sequence_order","category_a","category_b","category_c","category_d"
"u17165",1,"A00001","B00009","C00028","D09397"
"u17166",1,"A00004","B00013","C00062","D09403"
"u17167",1,"A00004","B00013","C00315","D09893"
"u17167",2,"A00004","B00013","C00315","D09894"
"u17168",1,"A00002","B00002","C00003","D09404"
"u17168",2,"A00002","B00002","C00003","D09405"
"u17169",1,"A00002","B00002","C00003","D09420"
"u17169",2,"A00002","B00002","C00003","D09422"
"u17169",3,"A00002","B00002","C00003","D09423"
"u17170",1,"A00002","B00001","C00059","D27654"
"u17171",1,"A00003","B00012","C00051","D08027"
"u17171",2,"A00003","B00012","C00051","D09406"
"u17171",3,"A00003","B00012","C00051","D00278"
"u17171",4,"A00003","B00012","C00051","D01549"
"u17172",1,"A00003","B00012","C00051","D00278"
"u17173",1,"A00003","B00020","C00183","D17948"
"u17173",2,"A00003","B00020","C00183","D02237"
"u17174",1,"A00002","B00004","C00066","D35166"
"u17174",2,"A00002","B00004","C00066","D35169"
"u17174",3,"A00002","B00004","C00066","D35172"
"u17174",4,"A00002","B00004","C00066","D35173"
"u17174",5,"A00002","B00004","C00066","D35175"
"u17174",6,"A00002","B00004","C00066","D35177"
"u17175",1,"A00002","B00003","C00014","D09484"
"u17175",2,"A00002","B00003","C00014","D09473"
"u17175",3,"A00002","B00003","C00006","D09469"
"u17176",1,"A00002","B00003","C00006","D09490"
"u17177",1,"A00002","B00003","C00006","D10356"
"u17178",1,"A00002","B00003","C00014","D11317"
"u17179",1,"A00002","B00003","C00005","D19468"
"u17180",1,"A00002","B00003","C00014","D20079"
"u17181",1,"A00002","B00003","C00006","D23149"
"u17182",1,"A00002","B00003","C00005","D27885"
"u17183",1,"A00003","B00026","C00257","D25107"
"u17183",2,"A00003","B00026","C00257","D25111"
"u17184",1,"A00003","B00026","C00257","D25121"
"u17184",2,"A00003","B00026","C00257","D25111"
"u17185",1,"A00003","B00026","C00257","D28665"
"u17186",1,"A00003","B00012","C00048","D35445"
"u17186",2,"A00003","B00012","C00048","D28050"
"u17186",3,"A00003","B00012","C00048","D31838"
"u17186",4,"A00003","B00012","C00048","D31805"
"u17187",1,"A00003","B00022","C00036","D35623"
"u17187",2,"A00003","B00022","C00036","D35626"
"u17187",3,"A00003","B00022","C00036","D35635"
"u17187",4,"A00003","B00022","C00036","D07172"
"u17187",5,"A00003","B00022","C00036","D01432"
"u17187",6,"A00003","B00022","C00036","D15224"
"u17187",7,"A00003","B00022","C00036","D05611"
"u17187",8,"A00003","B00022","C00036","D05352"
"u17188",1,"A00003","B00022","C00036","D35626"
"u17188",2,"A00003","B00022","C00036","D35673"
"u17189",1,"A00001","B00015","C00202","D09440"
"u17190",1,"A00001","B00015","C00021","D09445"
"u17190",2,"A00001","B00015","C00021","D09446"
"u17190",3,"A00001","B00015","C00021","D09447"
"u17191",1,"A00001","B00004","C00196","D25427"
"u17192",1,"A00001","B00004","C00122","D25446"
"u17192",2,"A00001","B00004","C00122","D25449"
"u17192",3,"A00001","B00004","C00122","D25450"
"u17193",1,"A00001","B00015","C00284","D09455"
"u17194",1,"A00001","B00015","C00043","D01442"
"u17194",2,"A00001","B00015","C00043","D09458"
"u17194",3,"A00001","B00015","C00043","D09459"
"u17195",1,"A00001","B00015","C00043","D09465"
"u17195",2,"A00001","B00015","C00043","D09466"
"u17195",3,"A00001","B00015","C00043","D02963"
"u17195",4,"A00001","B00009","C00186","D09468"
"u17196",1,"A00001","B00009","C00031","D07741"
"u17196",2,"A00001","B00009","C00186","D09491"
"u17196",3,"A00001","B00027","C00082","D04866"
"u17196",4,"A00001","B00027","C00082","D09498"
"u17196",5,"A00001","B00009","C00186","D09502"
"u17196",6,"A00001","B00009","C00186","D09503"
"u17196",7,"A00001","B00027","C00082","D09504"
"u17196",8,"A00001","B00027","C00224","D09506"
"u17197",1,"A00001","B00027","C00082","D09509"
"u17197",2,"A00001","B00004","C00093","D09511"
"u17198",1,"A00001","B00037","C00113","D09525"
"u17198",2,"A00001","B00011","C00303","D09526"
"u17198",3,"A00001","B00027","C00082","D09530"
"u17199",1,"A00001","B00009","C00031","D19800"
"u17200",1,"A00001","B00001","C00012","D20961"
"u17201",1,"A00001","B00001","C00182","D20992"
"u17202",1,"A00001","B00001","C00182","D21062"
"u17203",1,"A00001","B00001","C00092","D07893"
"u17203",2,"A00001","B00001","C00092","D26739"
"u17203",3,"A00001","B00001","C00092","D26741"
"u17203",4,"A00001","B00001","C00092","D26742"
"u17204",1,"A00001","B00001","C00092","D26749"
"u17204",2,"A00001","B00001","C00092","D26758"
"u17204",3,"A00001","B00001","C00092","D26759"
"u17205",1,"A00001","B00001","C00092","D26749"
"u17205",2,"A00001","B00001","C00092","D26758"
"u17205",3,"A00001","B00001","C00092","D26759"
"u17206",1,"A00001","B00001","C00092","D26758"
"u17206",2,"A00001","B00001","C00092","D26759"
"u17206",3,"A00001","B00001","C00092","D26795"
"u17206",4,"A00001","B00001","C00092","D26797"
"u17206",5,"A00001","B00001","C00092","D26799"
"u17206",6,"A00001","B00001","C00092","D26800"
"u17206",7,"A00001","B00001","C00092","D26801"
"u17206",8,"A00001","B00001","C00092","D26802"
"u17206",9,"A00001","B00015","C00098","D26754"
"u17206",10,"A00001","B00001","C00092","D26745"
"u17207",1,"A00001","B00001","C00092","D26802"
"u17207",2,"A00001","B00015","C00098","D26754"
"u17207",3,"A00001","B00001","C00092","D26745"
"u17208",1,"A00001","B00001","C00092","D26810"
"u17209",1,"A00001","B00001","C00092","D23096"
"u17210",1,"A00001","B00004","C00093","D33189"
"u17211",1,"A00001","B00031","C00091","D09474"
"u17211",2,"A00001","B00004","C00122","D09477"
"u17212",1,"A00004","B00014","C00185","D13551"
"u17212",2,"A00004","B00014","C00185","D13552"
"u17213",1,"A00006","B00057","C00308","D09475"
"u17214",1,"A00002","B00002","C00007","D00232"
"u17214",2,"A00002","B00002","C00007","D09488"
"u17214",3,"A00002","B00002","C00012","D09510"
"u17215",1,"A00002","B00003","C00006","D09479"
"u17216",1,"A00007","B00071","C00309","D09480"
"u17216",2,"A00007","B00071","C00309","D09482"
"u17217",1,"A00004","B00013","C00083","D09489"
"u17217",2,"A00004","B00013","C00062","D09497"
"u17218",1,"A00002","B00001","C00010","D09507"
"u17219",1,"A00002","B00002","C00007","D19367"
"u17219",2,"A00002","B00001","C00123","D10601"
"u17219",3,"A00002","B00001","C00059","D06753"
"u17219",4,"A00002","B00001","C00059","D19374"
"u17219",5,"A00002","B00002","C00007","D19365"
"u17220",1,"A00002","B00001","C00123","D19404"
"u17221",1,"A00002","B00001","C00010","D09507"
"u17222",1,"A00001","B00001","C00182","D09516"
"u17223",1,"A00001","B00037","C00147","D09177"
"u17223",2,"A00001","B00037","C00147","D09542"
"u17224",1,"A00001","B00015","C00042","D00134"
"u17225",1,"A00002","B00001","C00059","D09535"
"u17226",1,"A00002","B00001","C00059","D17704"
"u17226",2,"A00002","B00001","C00059","D18255"
"u17226",3,"A00002","B00001","C00059","D09535"
"u17226",4,"A00002","B00003","C00006","D00755"
"u17227",1,"A00002","B00016","C00070","D00322"
"u17227",2,"A00002","B00016","C00070","D14086"
"u17228",1,"A00002","B00006","C00030","D17938"
"u17229",1,"A00002","B00006","C00030","D17947"
"u17230",1,"A00002","B00002","C00002","D09570"
"u17230",2,"A00002","B00002","C00003","D09572"
"u17231",1,"A00002","B00002","C00009","D09591"
"u17232",1,"A00002","B00007","C00016","D05318"
"u17232",2,"A00002","B00007","C00016","D09672"
"u17233",1,"A00002","B00007","C00016","D09678"
"u17233",2,"A00002","B00007","C00016","D09680"
"u17233",3,"A00002","B00007","C00016","D09681"
"u17233",4,"A00002","B00007","C00016","D09683"
"u17233",5,"A00002","B00007","C00016","D09686"
"u17233",6,"A00002","B00007","C00016","D09688"
"u17234",1,"A00002","B00007","C00016","D09720"
"u17235",1,"A00002","B00002","C00009","D09591"
"u17236",1,"A00002","B00007","C00016","D09787"
"u17236",2,"A00002","B00007","C00016","D09720"
"u17236",3,"A00002","B00002","C00009","D09591"
"u17236",4,"A00002","B00007","C00016","D09686"
"u17236",5,"A00002","B00007","C00016","D06533"
"u17236",6,"A00002","B00007","C00016","D09794"
"u17237",1,"A00002","B00002","C00009","D09591"
"u17238",1,"A00002","B00007","C00016","D12744"
"u17238",2,"A00002","B00007","C00016","D12746"
"u17239",1,"A00002","B00002","C00003","D09595"
"u17239",2,"A00002","B00002","C00003","D09597"
"u17239",3,"A00002","B00002","C00003","D09601"
"u17239",4,"A00002","B00002","C00007","D09603"
"u17240",1,"A00002","B00002","C00003","D09620"
"u17240",2,"A00002","B00002","C00007","D09603"
"u17241",1,"A00002","B00002","C00003","D09597"
"u17241",2,"A00002","B00002","C00003","D09620"
"u17242",1,"A00002","B00005","C00067","D10962"
"u17242",2,"A00002","B00005","C00067","D10963"
"u17242",3,"A00002","B00002","C00112","D10968"
"u17242",4,"A00002","B00002","C00004","D10969"
"u17243",1,"A00001","B00031","C00044","D09604"
"u17243",2,"A00001","B00031","C00044","D09606"
"u17243",3,"A00001","B00031","C00044","D01860"
"u17243",4,"A00001","B00031","C00044","D09608"
"u17244",1,"A00001","B00031","C00044","D05348"
"u17245",1,"A00003","B00026","C00078","D17441"
"u17246",1,"A00003","B00021","C00064","D09654"
"u17246",2,"A00003","B00021","C00054","D09659"
"u17246",3,"A00003","B00021","C00054","D09662"
"u17246",4,"A00003","B00021","C00064","D09667"
"u17247",1,"A00003","B00021","C00064","D09673"
"u17247",2,"A00003","B00021","C00055","D00310"
"u17248",1,"A00003","B00021","C00064","D09677"
"u17249",1,"A00003","B00021","C00064","D09684"
"u17249",2,"A00003","B00021","C00064","D09673"
"u17249",3,"A00003","B00021","C00055","D00310"
"u17250",1,"A00003","B00021","C00064","D11367"
"u17251",1,"A00003","B00021","C00055","D09640"
"u17252",1,"A00002","B00002","C00004","D31856"
"u17252",2,"A00002","B00002","C00004","D31857"
"u17252",3,"A00002","B00002","C00003","D04975"
"u17253",1,"A00003","B00020","C00052","D31937"
"u17253",2,"A00003","B00020","C00052","D13483"
"u17253",3,"A00003","B00020","C00052","D30070"
"u17254",1,"A00002","B00002","C00004","D24805"
"u17254",2,"A00002","B00002","C00004","D32012"
"u17255",1,"A00002","B00002","C00007","D09679"
"u17255",2,"A00002","B00002","C00007","D06126"
"u17255",3,"A00002","B00002","C00002","D03233"
"u17255",4,"A00002","B00002","C00009","D07748"
"u17255",5,"A00002","B00002","C00009","D00540"
"u17256",1,"A00001","B00015","C00098","D09689"
"u17256",2,"A00001","B00015","C00098","D09690"
"u17256",3,"A00001","B00015","C00098","D09694"
"u17257",1,"A00002","B00003","C00037","D09692"
"u17258",1,"A00002","B00002","C00002","D14078"
"u17258",2,"A00002","B00005","C00067","D14080"
"u17259",1,"A00002","B00001","C00059","D02612"
"u17259",2,"A00002","B00002","C00007","D08480"
"u17259",3,"A00002","B00001","C00059","D06180"
"u17260",1,"A00002","B00002","C00007","D08480"
"u17261",1,"A00002","B00002","C00007","D08480"
"u17262",1,"A00002","B00001","C00059","D06180"
"u17263",1,"A00002","B00002","C00007","D08480"
"u17263",2,"A00002","B00001","C00059","D06180"
"u17264",1,"A00001","B00009","C00028","D09705"
"u17264",2,"A00001","B00009","C00028","D07570"
"u17265",1,"A00001","B00009","C00028","D09705"
"u17265",2,"A00001","B00009","C00028","D07570"
"u17266",1,"A00002","B00001","C00053","D01058"
"u17267",1,"A00006","B00061","C00204","D24968"
"u17268",1,"A00005","B00019","C00263","D24981"
"u17268",2,"A00005","B00019","C00263","D24982"
"u17269",1,"A00002","B00016","C00070","D22808"
"u17270",1,"A00002","B00007","C00021","D10252"
"u17270",2,"A00002","B00007","C00017","D24538"
"u17271",1,"A00002","B00016","C00063","D10801"
"u17271",2,"A00002","B00016","C00063","D12207"
"u17272",1,"A00002","B00007","C00021","D10252"
"u17273",1,"A00002","B00007","C00021","D29512"
"u17274",1,"A00005","B00019","C00207","D30643"
"u17275",1,"A00009","B00052","C00222","D12954"
"u17276",1,"A00002","B00002","C00004","D14655"
"u17277",1,"A00002","B00016","C00127","D17316"
"u17278",1,"A00003","B00012","C00051","D04276"
"u17279",1,"A00003","B00012","C00051","D14380"
"u17279",2,"A00003","B00012","C00051","D18992"
"u17279",3,"A00003","B00012","C00051","D18997"
"u17279",4,"A00003","B00012","C00051","D01116"
"u17279",5,"A00003","B00012","C00051","D10545"
"u17279",6,"A00003","B00012","C00051","D19015"
"u17280",1,"A00005","B00070","C00249","D20987"
"u17280",2,"A00005","B00070","C00249","D08906"
"u17280",3,"A00005","B00070","C00249","D20752"
"u17281",1,"A00009","B00052","C00384","D21291"
"u17281",2,"A00009","B00052","C00384","D21293"
"u17281",3,"A00003","B00021","C00064","D21296"
"u17281",4,"A00003","B00021","C00064","D16240"
"u17281",5,"A00003","B00021","C00064","D08605"
"u17281",6,"A00003","B00021","C00064","D10488"
"u17282",1,"A00003","B00021","C00064","D18105"
"u17282",2,"A00003","B00021","C00064","D21316"
"u17283",1,"A00003","B00022","C00032","D25687"
"u17284",1,"A00003","B00022","C00048","D25872"
"u17284",2,"A00003","B00022","C00048","D25874"
"u17285",1,"A00003","B00022","C00048","D12713"
"u17285",2,"A00003","B00022","C00048","D08237"
"u17286",1,"A00003","B00022","C00036","D25909"
"u17287",1,"A00002","B00003","C00006","D26493"
"u17288",1,"A00005","B00044","C00071","D28612"
"u17288",2,"A00005","B00044","C00071","D28613"
"u17288",3,"A00005","B00044","C00145","D02402"
"u17289",1,"A00002","B00016","C00127","D29362"
"u17289",2,"A00002","B00016","C00127","D29365"
"u17290",1,"A00003","B00022","C00074","D31709"
"u17290",2,"A00003","B00022","C00074","D31840"
"u17291",1,"A00001","B00001","C00020","D09736"
"u17291",2,"A00001","B00001","C00019","D09737"
"u17291",3,"A00001","B00001","C00075","D09739"
"u17291",4,"A00001","B00001","C00019","D09740"
"u17291",5,"A00001","B00001","C00020","D09741"
"u17292",1,"A00001","B00001","C00020","D09736"
"u17293",1,"A00002","B00005","C00013","D05769"
"u17294",1,"A00005","B00044","C00145","D02402"
"u17294",2,"A00005","B00044","C00184","D09796"
"u17294",3,"A00005","B00044","C00184","D09797"
"u17294",4,"A00005","B00044","C00071","D09798"
"u17295",1,"A00002","B00002","C00007","D07388"
"u17296",1,"A00002","B00007","C00016","D09777"
"u17297",1,"A00002","B00007","C00024","D09816"
"u17297",2,"A00002","B00003","C00006","D09817"
"u17297",3,"A00002","B00003","C00006","D09819"
"u17298",1,"A00002","B00016","C00070","D09837"
"u17299",1,"A00002","B00002","C00022","D09840"
"u17299",2,"A00002","B00002","C00003","D09842"
"u17299",3,"A00002","B00002","C00003","D09843"
"u17299",4,"A00002","B00002","C00007","D00232"
"u17299",5,"A00002","B00002","C00004","D09845"
"u17299",6,"A00002","B00002","C00022","D09847"
"u17299",7,"A00002","B00002","C00003","D00399"
"u17299",8,"A00002","B00002","C00002","D09848"
"u17299",9,"A00002","B00002","C00003","D09849"
"u17299",10,"A00002","B00002","C00007","D09851"
"u17300",1,"A00002","B00002","C00022","D09906"
"u17300",2,"A00002","B00002","C00022","D09907"
"u17300",3,"A00002","B00002","C00022","D09908"
"u17300",4,"A00002","B00002","C00022","D09910"
"u17300",5,"A00002","B00002","C00007","D09882"
"u17300",6,"A00002","B00002","C00007","D09915"
"u17300",7,"A00002","B00002","C00007","D09917"
"u17300",8,"A00002","B00002","C00007","D09918"
"u17300",9,"A00002","B00002","C00007","D09920"
"u17300",10,"A00002","B00002","C00003","D01201"
"u17300",11,"A00002","B00002","C00003","D09924"
"u17300",12,"A00002","B00002","C00003","D09926"
"u17300",13,"A00002","B00002","C00003","D09929"
"u17300",14,"A00002","B00002","C00003","D09932"
"u17300",15,"A00002","B00002","C00003","D09933"
"u17300",16,"A00002","B00002","C00003","D09934"
"u17300",17,"A00002","B00002","C00003","D09935"
"u17300",18,"A00002","B00002","C00003","D09936"
"u17300",19,"A00002","B00002","C00003","D09937"
"u17300",20,"A00002","B00002","C00003","D09938"
"u17300",21,"A00002","B00002","C00003","D09939"
"u17300",22,"A00002","B00002","C00003","D09941"
"u17300",23,"A00002","B00002","C00003","D09942"
"u17300",24,"A00002","B00002","C00003","D09943"
"u17300",25,"A00002","B00002","C00003","D09946"
"u17300",26,"A00002","B00002","C00003","D09947"
"u17300",27,"A00002","B00002","C00003","D09950"
"u17300",28,"A00002","B00002","C00003","D09952"
"u17300",29,"A00002","B00002","C00003","D09954"
"u17301",1,"A00002","B00002","C00004","D12577"
"u17301",2,"A00002","B00002","C00004","D01131"
"u17302",1,"A00002","B00002","C00003","D12726"
"u17302",2,"A00002","B00002","C00004","D12583"
"u17302",3,"A00002","B00002","C00004","D12577"
"u17302",4,"A00002","B00002","C00009","D12733"
"u17302",5,"A00002","B00002","C00003","D12735"
"u17302",6,"A00002","B00002","C00007","D12738"
"u17302",7,"A00002","B00002","C00007","D00297"
"u17303",1,"A00002","B00002","C00003","D09946"
"u17304",1,"A00002","B00002","C00003","D12765"
"u17304",2,"A00002","B00002","C00007","D09882"
"u17304",3,"A00002","B00002","C00011","D12772"
"u17304",4,"A00002","B00002","C00003","D12776"
"u17304",5,"A00002","B00002","C00003","D12777"
"u17304",6,"A00002","B00002","C00004","D01131"
"u17305",1,"A00002","B00002","C00009","D07670"
"u17306",1,"A00002","B00002","C00004","D12820"
"u17306",2,"A00002","B00002","C00004","D12822"
"u17306",3,"A00002","B00002","C00003","D12824"
"u17306",4,"A00002","B00002","C00022","D12825"
"u17306",5,"A00002","B00002","C00022","D09908"
"u17306",6,"A00002","B00002","C00002","D12831"
"u17306",7,"A00002","B00002","C00003","D09849"
"u17306",8,"A00005","B00032","C00094","D12838"
"u17306",9,"A00002","B00002","C00007","D12843"
"u17307",1,"A00002","B00001","C00020","D09779"
"u17308",1,"A00002","B00017","C00161","D10395"
"u17309",1,"A00002","B00017","C00161","D10396"
"u17309",2,"A00001","B00004","C00122","D10397"
"u17310",1,"A00002","B00003","C00005","D11578"
"u17311",1,"A00002","B00003","C00005","D30671"
"u17312",1,"A00004","B00049","C00083","D09791"
"u17312",2,"A00002","B00002","C00007","D20565"
"u17312",3,"A00004","B00049","C00083","D31181"
"u17313",1,"A00003","B00012","C00051","D00228"
"u17313",2,"A00003","B00012","C00048","D03143"
"u17314",1,"A00002","B00002","C00003","D07429"
"u17314",2,"A00002","B00001","C00100","D10550"
"u17315",1,"A00002","B00003","C00006","D02294"
"u17315",2,"A00002","B00003","C00006","D08385"
"u17315",3,"A00002","B00003","C00006","D01482"
"u17316",1,"A00001","B00009","C00028","D12269"
"u17317",1,"A00002","B00002","C00003","D13798"
"u17317",2,"A00002","B00002","C00003","D13800"
"u17317",3,"A00002","B00002","C00003","D07483"
"u17317",4,"A00003","B00012","C00048","D03143"
"u17318",1,"A00002","B00003","C00014","D14007"
"u17318",2,"A00002","B00003","C00014","D14011"
"u17319",1,"A00006","B00053","C00170","D14030"
"u17320",1,"A00002","B00003","C00014","D14007"
"u17321",1,"A00003","B00021","C00064","D09654"
"u17321",2,"A00003","B00021","C00064","D09684"
"u17321",3,"A00003","B00021","C00064","D06422"
"u17322",1,"A00002","B00003","C00005","D17897"
"u17322",2,"A00002","B00003","C00005","D12144"
"u17322",3,"A00002","B00002","C00002","D13127"
"u17323",1,"A00002","B00017","C00045","D31910"
"u17323",2,"A00002","B00002","C00002","D13127"
"u17323",3,"A00002","B00017","C00045","D28761"
"u17323",4,"A00002","B00017","C00139","D31918"
"u17324",1,"A00002","B00005","C00125","D09799"
"u17324",2,"A00002","B00005","C00057","D07645"
"u17324",3,"A00002","B00005","C00058","D03070"
"u17325",1,"A00005","B00019","C00165","D09812"
"u17326",1,"A00002","B00011","C00114","D15441"
"u17326",2,"A00002","B00011","C00114","D15442"
"u17326",3,"A00002","B00011","C00114","D15443"
"u17327",1,"A00002","B00002","C00007","D09058"
"u17327",2,"A00002","B00003","C00005","D02075"
"u17328",1,"A00002","B00005","C00013","D09461"
"u17329",1,"A00002","B00005","C00057","D02476"
"u17329",2,"A00002","B00005","C00057","D07058"
"u17329",3,"A00002","B00005","C00057","D08963"
"u17330",1,"A00002","B00002","C00007","D01948"
"u17331",1,"A00002","B00002","C00002","D10075"
"u17331",2,"A00002","B00002","C00002","D20812"
"u17332",1,"A00002","B00002","C00011","D22478"
"u17333",1,"A00002","B00003","C00006","D30510"
"u17334",1,"A00002","B00003","C00014","D00509"
"u17334",2,"A00002","B00003","C00014","D30519"
"u17334",3,"A00002","B00002","C00081","D04248"
"u17334",4,"A00002","B00002","C00003","D22716"
"u17334",5,"A00002","B00002","C00033","D13015"
"u17335",1,"A00002","B00001","C00049","D33671"
"u17335",2,"A00002","B00001","C00049","D08517"
"u17335",3,"A00002","B00001","C00020","D30531"
"u17336",1,"A00002","B00001","C00059","D04562"
"u17336",2,"A00002","B00004","C00066","D05614"
"u17337",1,"A00001","B00001","C00019","D09831"
"u17338",1,"A00003","B00012","C00051","D14209"
"u17339",1,"A00002","B00002","C00002","D09853"
"u17339",2,"A00002","B00002","C00002","D00550"
"u17339",3,"A00002","B00002","C00002","D04736"
"u17340",1,"A00001","B00015","C00042","D24579"
"u17341",1,"A00003","B00012","C00048","D09865"
"u17342",1,"A00002","B00004","C00066","D09873"
"u17342",2,"A00002","B00004","C00066","D09874"
"u17343",1,"A00004","B00014","C00109","D13213"
"u17343",2,"A00004","B00014","C00109","D13214"
"u17343",3,"A00004","B00014","C00109","D13216"
"u17343",4,"A00004","B00014","C00109","D13218"
"u17343",5,"A00004","B00014","C00109","D13220"
"u17343",6,"A00004","B00014","C00109","D13225"
"u17343",7,"A00004","B00014","C00109","D13226"
"u17343",8,"A00004","B00014","C00109","D13232"
"u17344",1,"A00004","B00014","C00229","D13237"
"u17344",2,"A00004","B00014","C00229","D13238"
"u17344",3,"A00004","B00014","C00229","D13241"
"u17345",1,"A00004","B00014","C00109","D13257"
"u17345",2,"A00004","B00014","C00109","D13259"
"u17345",3,"A00004","B00014","C00109","D13220"
"u17346",1,"A00004","B00014","C00109","D13264"
"u17346",2,"A00004","B00014","C00109","D13267"
"u17347",1,"A00004","B00014","C00109","D13274"
"u17348",1,"A00002","B00004","C00066","D09869"
"u17348",2,"A00002","B00004","C00066","D09870"
"u17348",3,"A00002","B00004","C00066","D09871"
"u17348",4,"A00002","B00004","C00066","D09872"
"u17349",1,"A00001","B00009","C00032","D09875"
"u17350",1,"A00002","B00016","C00127","D10059"
"u17351",1,"A00002","B00016","C00091","D10067"
"u17352",1,"A00002","B00003","C00006","D10560"
"u17352",2,"A00002","B00003","C00006","D10561"
"u17352",3,"A00002","B00003","C00006","D10562"
"u17352",4,"A00002","B00003","C00006","D10563"
"u17352",5,"A00002","B00003","C00006","D10564"
"u17352",6,"A00002","B00003","C00006","D10565"
"u17352",7,"A00002","B00003","C00006","D10566"
"u17352",8,"A00002","B00003","C00006","D10569"
"u17353",1,"A00002","B00006","C00015","D12570"
"u17353",2,"A00002","B00006","C00015","D12575"
"u17354",1,"A00002","B00016","C00044","D02066"
"u17355",1,"A00002","B00001","C00049","D12194"
"u17356",1,"A00002","B00001","C00049","D13197"
"u17357",1,"A00002","B00007","C00012","D24733"
"u17357",2,"A00002","B00007","C00027","D24734"
"u17358",1,"A00002","B00003","C00005","D24736"
"u17358",2,"A00002","B00003","C00005","D24737"
"u17358",3,"A00002","B00003","C00005","D24738"
"u17358",4,"A00002","B00003","C00005","D24739"
"u17358",5,"A00002","B00003","C00005","D24744"
"u17358",6,"A00002","B00003","C00005","D24750"
"u17358",7,"A00002","B00003","C00005","D24753"
"u17358",8,"A00002","B00003","C00005","D24758"
"u17358",9,"A00002","B00003","C00005","D24763"
"u17358",10,"A00002","B00003","C00005","D24765"
"u17358",11,"A00002","B00003","C00005","D24766"
"u17359",1,"A00002","B00007","C00027","D24777"
"u17359",2,"A00002","B00007","C00027","D24780"
"u17359",3,"A00002","B00007","C00027","D24782"
"u17359",4,"A00002","B00016","C00127","D24786"
"u17360",1,"A00002","B00007","C00027","D24791"
"u17360",2,"A00002","B00007","C00027","D24734"
"u17360",3,"A00002","B00007","C00098","D24799"
"u17361",1,"A00002","B00007","C00027","D20323"
"u17362",1,"A00002","B00007","C00024","D25154"
"u17362",2,"A00002","B00007","C00017","D04100"
"u17362",3,"A00002","B00007","C00017","D25157"
"u17362",4,"A00002","B00007","C00017","D25159"
"u17362",5,"A00002","B00007","C00024","D25160"
"u17362",6,"A00002","B00007","C00027","D25161"
"u17363",1,"A00002","B00003","C00005","D23031"
"u17364",1,"A00002","B00016","C00127","D25169"
"u17364",2,"A00002","B00016","C00127","D25170"
"u17365",1,"A00003","B00026","C00248","D09579"
"u17366",1,"A00011","B00077","C00362","D24377"
"u17367",1,"A00004","B00014","C00040","D32150"
"u17367",2,"A00004","B00014","C00040","D32151"
"u17368",1,"A00011","B00050","C00157","D32910"
"u17368",2,"A00011","B00050","C00157","D01513"
"u17368",3,"A00011","B00050","C00157","D32918"
"u17368",4,"A00011","B00050","C00157","D32921"
"u17369",1,"A00011","B00077","C00362","D32946"
"u17370",1,"A00011","B00077","C00012","D32970"
"u17371",1,"A00011","B00077","C00365","D21922"
"u17372",1,"A00002","B00003","C00005","D09898"
"u17373",1,"A00002","B00004","C00066","D24005"
"u17373",2,"A00002","B00004","C00066","D24008"
"u17373",3,"A00002","B00004","C00066","D24009"
"u17373",4,"A00002","B00004","C00066","D24013"
"u17374",1,"A00002","B00002","C00002","D02007"
"u17375",1,"A00002","B00002","C00007","D09925"
"u17375",2,"A00002","B00002","C00007","D09927"
"u17375",3,"A00002","B00003","C00006","D09928"
"u17375",4,"A00002","B00002","C00007","D09930"
"u17376",1,"A00002","B00003","C00006","D09928"
"u17377",1,"A00002","B00002","C00007","D22741"
"u17378",1,"A00002","B00001","C00150","D04463"
"u17379",1,"A00001","B00004","C00066","D09912"
"u17380",1,"A00002","B00001","C00100","D09944"
"u17381",1,"A00002","B00001","C00100","D10004"
"u17381",2,"A00002","B00001","C00100","D08588"
"u17381",3,"A00002","B00001","C00100","D10009"
"u17382",1,"A00002","B00003","C00046","D16817"
"u17382",2,"A00002","B00003","C00046","D16819"
"u17383",1,"A00002","B00002","C00009","D09964"
"u17383",2,"A00002","B00002","C00009","D09966"
"u17383",3,"A00002","B00002","C00009","D09832"
"u17383",4,"A00002","B00002","C00009","D09968"
"u17383",5,"A00002","B00002","C00009","D09969"
"u17383",6,"A00002","B00002","C00009","D09970"
"u17383",7,"A00002","B00002","C00009","D08947"
"u17383",8,"A00002","B00002","C00009","D06462"
"u17383",9,"A00002","B00002","C00009","D09972"
"u17383",10,"A00002","B00002","C00009","D03633"
"u17383",11,"A00002","B00002","C00009","D09975"
"u17383",12,"A00002","B00002","C00007","D09961"
"u17383",13,"A00002","B00002","C00009","D09976"
"u17383",14,"A00002","B00002","C00009","D09977"
"u17383",15,"A00002","B00002","C00009","D09978"
"u17383",16,"A00002","B00002","C00009","D05449"
"u17383",17,"A00002","B00002","C00009","D09980"
"u17383",18,"A00002","B00002","C00009","D09981"
"u17383",19,"A00002","B00002","C00009","D09982"
"u17383",20,"A00002","B00002","C00009","D09983"
"u17383",21,"A00002","B00002","C00009","D09984"
"u17383",22,"A00002","B00002","C00009","D01055"
"u17383",23,"A00002","B00002","C00009","D09985"
"u17383",24,"A00002","B00002","C00009","D09986"
"u17383",25,"A00002","B00002","C00007","D09958"
"u17383",26,"A00002","B00002","C00009","D00776"
"u17383",27,"A00002","B00034","C00105","D09990"
"u17384",1,"A00002","B00002","C00003","D11094"
"u17384",2,"A00002","B00002","C00003","D11095"
"u17384",3,"A00002","B00002","C00003","D00698"
"u17384",4,"A00002","B00002","C00003","D11096"
