"session_id","start_time","end_time","gender"
"u19303","2014-12-12 14:48:47","2014-12-12 14:48:50","female"
"u19304","2014-12-12 12:42:25","2014-12-12 12:42:45","female"
"u19305","2014-12-12 20:10:54","2014-12-12 20:30:42","male"
"u19306","2014-11-27 16:45:56","2014-11-27 16:46:04","female"
"u19307","2014-11-27 16:42:31","2014-11-27 16:42:33","female"
"u19308","2014-11-28 16:10:15","2014-11-28 16:11:01","female"
"u19309","2014-11-28 16:14:41","2014-11-28 16:14:43","female"
"u19310","2014-12-17 13:45:40","2014-12-17 13:45:59","female"
"u19311","2014-11-27 16:46:51","2014-11-27 16:46:55","female"
"u19312","2014-11-27 16:46:53","2014-11-27 16:49:24","female"
"u19313","2014-11-29 17:42:11","2014-11-29 17:42:20","female"
"u19314","2014-11-29 20:49:23","2014-11-29 20:50:55","female"
"u19315","2014-11-29 20:53:45","2014-11-29 20:56:00","female"
"u19316","2014-11-27 17:04:47","2014-11-27 17:04:55","female"
"u19317","2014-11-27 17:23:33","2014-11-27 17:25:52","female"
"u19318","2014-11-27 17:28:35","2014-11-27 17:31:04","female"
"u19319","2014-12-05 22:17:23","2014-12-05 22:19:11","female"
"u19320","2014-12-05 22:27:39","2014-12-05 22:30:32","female"
"u19321","2014-12-05 22:40:30","2014-12-05 22:44:45","female"
"u19322","2014-12-05 22:48:03","2014-12-05 22:55:49","female"
"u19323","2014-12-05 23:16:09","2014-12-05 23:23:33","female"
"u19324","2014-12-05 23:27:55","2014-12-05 23:28:02","female"
"u19325","2014-12-15 10:06:52","2014-12-15 10:10:22","female"
"u19326","2014-12-17 09:23:32","2014-12-17 09:25:58","female"
"u19327","2014-12-17 10:29:51","2014-12-17 10:31:39","female"
"u19328","2014-12-22 10:02:48","2014-12-22 10:02:50","female"
"u19329","2014-11-27 17:31:41","2014-11-27 17:31:51","female"
"u19330","2014-11-27 18:07:10","2014-11-27 18:07:19","female"
"u19331","2014-11-27 18:14:09","2014-11-27 18:14:19","female"
"u19332","2014-11-27 18:17:45","2014-11-27 18:17:49","female"
"u19333","2014-11-27 18:22:27","2014-11-27 18:22:30","female"
"u19334","2014-11-27 18:26:35","2014-11-27 18:27:01","female"
"u19335","2014-11-27 18:30:49","2014-11-27 18:33:45","female"
"u19336","2014-11-27 18:43:39","2014-11-27 18:43:44","female"
"u19337","2014-11-27 17:54:55","2014-11-27 17:56:49","male"
"u19338","2014-12-19 14:47:38","2014-12-19 14:47:47","male"
"u19339","2014-12-20 11:04:40","2014-12-20 11:04:50","male"
"u19340","2014-12-20 11:13:02","2014-12-20 11:13:10","male"
"u19341","2014-12-06 18:31:04","2014-12-06 18:33:56","female"
"u19342","2014-12-21 10:29:08","2014-12-21 10:31:13","female"
"u19343","2014-11-27 18:32:54","2014-11-27 18:37:54","female"
"u19344","2014-12-01 07:40:10","2014-12-01 07:40:14","female"
"u19345","2014-12-02 08:27:30","2014-12-02 08:33:10","female"
"u19346","2014-12-06 08:13:30","2014-12-06 08:14:23","female"
"u19347","2014-12-06 08:24:38","2014-12-06 08:24:44","female"
"u19348","2014-12-06 08:47:18","2014-12-06 08:47:21","female"
"u19349","2014-12-21 08:35:30","2014-12-21 08:37:42","female"
"u19350","2014-12-22 08:41:41","2014-12-22 08:41:46","female"
"u19351","2014-11-27 18:47:48","2014-11-27 18:47:49","female"
"u19352","2014-11-27 18:56:49","2014-11-27 18:56:59","female"
"u19353","2014-12-09 19:03:06","2014-12-09 19:03:12","female"
"u19354","2014-12-09 19:10:43","2014-12-09 19:18:13","female"
"u19355","2014-12-13 19:37:29","2014-12-13 19:42:15","female"
"u19356","2014-11-27 18:57:43","2014-11-27 21:49:49","female"
"u19357","2014-11-27 19:28:51","2014-11-27 19:30:18","female"
"u19358","2014-11-27 19:38:36","2014-11-27 19:38:42","female"
"u19359","2014-11-27 19:43:32","2014-11-27 19:44:47","female"
"u19360","2014-11-27 20:10:16","2014-11-27 20:11:15","female"
"u19361","2014-11-27 20:32:31","2014-11-27 20:36:31","female"
"u19362","2014-11-27 19:37:40","2014-11-27 19:38:53","female"
"u19363","2014-12-08 19:22:17","2014-12-08 19:32:51","female"
"u19364","2014-12-15 11:47:49","2014-12-15 11:49:09","female"
"u19365","2014-12-15 17:43:51","2014-12-15 17:45:03","female"
"u19366","2014-12-15 17:49:40","2014-12-15 17:50:28","female"
"u19367","2014-12-15 18:14:38","2014-12-15 18:19:21","female"
"u19368","2014-12-16 17:54:29","2014-12-16 17:54:33","female"
"u19369","2014-11-27 19:42:25","2014-11-27 19:43:21","female"
"u19370","2014-11-27 19:48:30","2014-11-27 19:48:33","male"
"u19371","2014-11-27 20:03:08","2014-11-27 20:03:10","female"
"u19372","2014-11-27 20:11:06","2014-11-27 20:11:11","female"
"u19373","2014-11-29 21:26:50","2014-11-29 21:27:53","female"
"u19374","2014-11-27 20:23:32","2014-11-27 20:23:34","female"
"u19375","2014-12-01 20:56:13","2014-12-01 20:57:48","female"
"u19376","2014-12-13 22:00:07","2014-12-13 22:01:39","female"
"u19377","2014-12-14 22:37:31","2014-12-14 22:37:36","female"
"u19378","2014-12-14 22:45:39","2014-12-14 22:45:42","female"
"u19379","2014-12-20 23:00:49","2014-12-20 23:02:48","female"
"u19380","2014-11-27 20:26:16","2014-11-27 20:29:29","female"
"u19381","2014-11-27 20:31:55","2014-11-27 20:34:11","female"
"u19382","2014-12-02 09:19:47","2014-12-02 09:19:56","female"
"u19383","2014-12-03 08:35:43","2014-12-03 08:35:51","female"
"u19384","2014-11-27 21:03:57","2014-11-27 21:04:02","female"
"u19385","2014-12-06 16:34:30","2014-12-06 16:34:36","female"
"u19386","2014-12-06 19:30:03","2014-12-06 19:30:07","female"
"u19387","2014-12-07 11:53:22","2014-12-07 11:55:33","female"
"u19388","2014-12-08 20:44:48","2014-12-08 20:44:53","female"
"u19389","2014-12-08 20:48:10","2014-12-08 20:55:29","female"
"u19390","2014-11-27 20:56:15","2014-11-27 20:56:25","male"
"u19391","2014-11-27 21:09:04","2014-11-27 21:09:11","male"
"u19392","2014-11-27 21:35:05","2014-11-27 21:35:11","female"
"u19393","2014-11-27 21:38:54","2014-11-27 21:39:00","female"
"u19394","2014-11-27 21:42:10","2014-11-27 21:43:01","female"
"u19395","2014-11-28 13:50:37","2014-11-28 13:50:47","female"
"u19396","2014-11-28 14:04:05","2014-11-28 14:04:14","female"
"u19397","2014-11-27 21:47:14","2014-11-27 21:51:06","female"
"u19398","2014-11-27 22:05:27","2014-11-27 22:05:52","female"
"u19399","2014-12-05 19:47:01","2014-12-05 19:48:12","male"
"u19400","2014-12-05 20:18:12","2014-12-05 20:18:31","male"
"u19401","2014-12-05 20:41:01","2014-12-05 20:41:04","male"
"u19402","2014-12-05 22:38:16","2014-12-05 22:38:22","male"
"u19403","2014-12-06 07:18:15","2014-12-06 07:19:36","male"
"u19404","2014-12-06 21:09:00","2014-12-06 21:09:02","male"
"u19405","2014-12-08 21:00:21","2014-12-08 21:03:13","male"
"u19406","2014-12-09 19:58:24","2014-12-09 20:01:28","male"
"u19407","2014-12-09 22:12:36","2014-12-09 22:13:47","male"
"u19408","2014-12-16 20:16:21","2014-12-16 20:16:47","male"
"u19409","2014-12-18 22:56:13","2014-12-18 23:02:36","male"
"u19410","2014-12-20 19:23:12","2014-12-20 19:26:03","male"
"u19411","2014-11-27 21:53:06","2014-11-27 21:57:01","female"
"u19412","2014-11-27 21:57:23","2014-11-27 21:57:26","female"
"u19413","2014-11-27 22:01:43","2014-11-27 22:01:45","male"
"u19414","2014-11-27 22:03:14","2014-11-27 22:03:22","male"
"u19415","2014-11-27 22:22:26","2014-11-27 22:22:36","male"
"u19416","2014-11-27 22:13:46","2014-11-27 22:13:49","female"
"u19417","2014-11-27 22:23:44","2014-11-27 22:23:45","female"
"u19418","2014-12-22 13:08:14","2014-12-22 13:08:53","female"
"u19419","2014-12-18 21:20:23","2014-12-18 21:20:33","female"
"u19420","2014-11-27 22:24:20","2014-11-27 22:25:08","female"
"u19421","2014-11-27 22:49:02","2014-11-27 22:49:06","female"
"u19422","2014-12-20 22:28:00","2014-12-20 22:31:14","female"
"u19423","2014-12-01 22:26:17","2014-12-01 22:26:25","female"
"u19424","2014-11-27 22:42:54","2014-12-01 14:35:03","female"
"u19425","2014-12-16 13:29:56","2014-12-16 13:30:03","male"
"u19426","2014-11-27 23:15:03","2014-11-27 23:15:11","male"
"u19427","2014-12-01 12:32:09","2014-12-01 12:33:23","male"
"u19428","2014-11-27 23:24:47","2014-11-27 23:26:46","male"
"u19429","2014-11-28 00:41:23","2014-11-28 00:45:19","female"
"u19430","2014-11-28 01:07:57","2014-11-28 01:08:05","female"
"u19431","2014-11-28 03:45:55","2014-11-28 03:46:04","male"
"u19432","2014-11-28 04:19:52","2014-11-28 04:20:17","male"
"u19433","2014-11-28 07:03:00","2014-11-28 07:03:02","male"
"u19434","2014-11-28 07:13:26","2014-11-28 07:14:28","male"
"u19435","2014-11-28 07:30:30","2014-11-28 07:32:41","male"
"u19436","2014-11-28 15:24:54","2014-11-28 15:24:59","male"
"u19437","2014-12-06 16:11:04","2014-12-06 16:18:24","male"
"u19438","2014-12-06 16:22:40","2014-12-06 16:29:23","male"
"u19439","2014-12-14 07:35:34","2014-12-14 07:37:00","male"
"u19440","2014-11-28 07:35:14","2014-11-28 07:35:23","female"
"u19441","2014-11-28 09:45:25","2014-11-28 09:45:26","female"
"u19442","2014-11-28 15:13:32","2014-11-28 15:18:47","female"
"u19443","2014-11-28 15:23:48","2014-11-28 15:27:34","female"
"u19444","2014-11-28 15:33:53","2014-11-28 15:36:37","female"
"u19445","2014-11-28 16:04:28","2014-11-28 16:04:29","female"
"u19446","2014-11-28 16:14:37","2014-11-28 16:14:42","female"
"u19447","2014-11-28 16:17:40","2014-11-28 16:17:44","female"
"u19448","2014-11-29 13:35:23","2014-11-29 13:35:27","female"
"u19449","2014-11-29 13:41:47","2014-11-29 13:45:05","female"
"u19450","2014-11-29 13:51:14","2014-11-29 14:06:00","female"
"u19451","2014-11-29 14:20:28","2014-11-29 14:22:28","female"
"u19452","2014-11-29 14:26:14","2014-11-29 14:26:21","female"
"u19453","2014-11-29 14:32:35","2014-11-29 14:32:39","female"
"u19454","2014-11-29 14:42:46","2014-11-29 14:42:50","female"
"u19455","2014-12-16 13:29:49","2014-12-16 13:29:51","female"
"u19456","2014-12-16 13:51:14","2014-12-16 13:52:09","female"
"u19457","2014-11-28 08:08:49","2014-11-28 08:08:55","female"
"u19458","2014-12-09 13:55:21","2014-12-09 13:55:27","female"
"u19459","2014-12-14 19:30:35","2014-12-14 19:30:44","female"
"u19460","2014-12-15 08:18:59","2014-12-15 08:21:17","female"
"u19461","2014-12-15 08:24:57","2014-12-15 08:25:00","female"
"u19462","2014-11-28 08:19:14","2014-11-28 08:20:00","female"
"u19463","2014-11-28 08:27:11","2014-11-28 08:27:14","female"
"u19464","2014-11-28 08:37:55","2014-11-28 08:42:04","female"
"u19465","2014-11-28 08:33:20","2014-11-28 08:44:07","female"
"u19466","2014-11-28 08:35:20","2014-11-28 08:41:14","female"
"u19467","2014-11-28 09:17:14","2014-11-28 09:17:24","female"
"u19468","2014-11-28 09:26:27","2014-11-28 09:28:10","male"
"u19469","2014-11-28 09:37:02","2014-11-28 09:37:27","female"
"u19470","2014-11-28 15:41:26","2014-11-28 15:44:55","female"
"u19471","2014-11-29 11:56:05","2014-11-29 11:58:07","female"
"u19472","2014-12-08 18:05:13","2014-12-08 18:05:41","female"
"u19473","2014-12-17 11:13:56","2014-12-17 11:16:53","female"
"u19474","2014-11-28 09:50:08","2014-11-28 09:50:45","female"
"u19475","2014-11-28 09:58:21","2014-11-28 09:58:24","female"
"u19476","2014-11-28 12:10:15","2014-11-28 12:15:08","female"
"u19477","2014-12-09 08:05:24","2014-12-09 08:16:19","female"
"u19478","2014-12-18 10:42:58","2014-12-18 10:43:04","female"
"u19479","2014-11-28 10:05:03","2014-11-28 10:05:08","female"
"u19480","2014-12-02 09:57:20","2014-12-02 09:57:26","female"
"u19481","2014-12-03 09:23:42","2014-12-03 09:24:52","female"
"u19482","2014-12-08 10:06:30","2014-12-08 10:06:33","female"
"u19483","2014-12-12 13:08:46","2014-12-12 13:08:48","female"
"u19484","2014-12-15 16:16:22","2014-12-15 16:16:29","female"
"u19485","2014-12-16 18:42:40","2014-12-16 18:43:48","female"
"u19486","2014-11-28 10:14:35","2014-11-28 10:14:40","female"
"u19487","2014-11-28 10:18:35","2014-11-28 10:24:00","female"
"u19488","2014-11-28 10:34:49","2014-11-28 10:34:59","female"
"u19489","2014-11-28 10:11:14","2014-11-28 10:13:36","female"
"u19490","2014-11-28 10:24:45","2014-11-28 10:24:52","female"
"u19491","2014-12-18 16:09:34","2014-12-18 16:09:41","female"
"u19492","2014-12-18 16:13:59","2014-12-18 16:14:06","female"
"u19493","2014-11-28 10:12:33","2014-11-28 10:12:40","female"
"u19494","2014-11-28 10:21:15","2014-11-28 10:21:53","female"
"u19495","2014-11-29 14:40:55","2014-11-29 14:41:03","female"
"u19496","2014-11-29 15:17:06","2014-11-29 15:17:11","female"
"u19497","2014-11-29 15:25:06","2014-11-29 15:28:26","female"
"u19498","2014-11-28 10:18:31","2014-11-28 10:20:03","female"
"u19499","2014-11-28 10:29:24","2014-11-28 10:32:53","female"
"u19500","2014-11-28 14:49:14","2014-11-28 14:49:24","female"
"u19501","2014-11-28 15:40:58","2014-11-28 15:42:47","female"
"u19502","2014-11-28 15:46:01","2014-11-28 15:46:02","female"
"u19503","2014-11-28 15:52:54","2014-11-28 15:53:05","female"
"u19504","2014-11-28 16:04:27","2014-11-28 16:07:13","female"
"u19505","2014-11-28 10:27:07","2014-11-28 10:27:08","female"
"u19506","2014-11-28 10:30:27","2014-11-28 10:30:33","female"
"u19507","2014-11-28 10:44:28","2014-11-28 10:44:35","female"
"u19508","2014-11-28 10:52:22","2014-11-28 10:52:46","female"
"u19509","2014-12-20 20:31:03","2014-12-20 20:31:10","female"
"u19510","2014-11-28 11:00:34","2014-11-28 11:02:48","female"
"u19511","2014-11-28 11:06:33","2014-11-28 11:07:31","female"
"u19512","2014-11-28 11:10:41","2014-11-28 11:12:25","female"
"u19513","2014-11-28 11:16:29","2014-11-28 11:25:33","female"
"u19514","2014-12-08 09:34:21","2014-12-08 09:34:30","female"
"u19515","2014-12-08 09:51:00","2014-12-08 09:54:40","female"
"u19516","2014-12-08 13:05:57","2014-12-08 13:05:58","female"
"u19517","2014-12-08 14:57:30","2014-12-08 14:57:32","female"
"u19518","2014-12-08 16:52:24","2014-12-08 16:54:53","female"
"u19519","2014-12-09 08:59:00","2014-12-09 08:59:07","female"
"u19520","2014-12-09 13:53:37","2014-12-09 13:56:09","female"
"u19521","2014-12-09 15:53:09","2014-12-09 15:53:11","female"
"u19522","2014-12-09 16:01:35","2014-12-09 16:01:43","female"
"u19523","2014-12-12 14:16:39","2014-12-12 14:20:40","female"
"u19524","2014-12-12 14:24:48","2014-12-12 14:24:51","female"
"u19525","2014-12-12 15:24:14","2014-12-12 15:24:24","female"
"u19526","2014-12-13 15:05:05","2014-12-13 15:05:36","female"
"u19527","2014-12-13 15:15:21","2014-12-13 15:16:19","female"
"u19528","2014-12-15 15:54:17","2014-12-15 15:56:25","female"
"u19529","2014-12-15 16:03:12","2014-12-15 16:03:20","female"
"u19530","2014-12-16 10:48:16","2014-12-16 10:49:47","female"
"u19531","2014-12-16 11:00:27","2014-12-16 11:03:39","female"
"u19532","2014-12-17 14:26:27","2014-12-17 14:26:29","female"
"u19533","2014-12-19 10:16:40","2014-12-19 10:16:44","female"
"u19534","2014-11-28 11:09:30","2014-11-28 11:09:35","female"
"u19535","2014-12-17 08:02:39","2014-12-17 08:05:51","female"
"u19536","2014-12-17 08:09:10","2014-12-17 08:09:12","female"
"u19537","2014-11-28 11:21:33","2014-11-28 11:22:35","female"
"u19538","2014-11-28 13:50:39","2014-11-28 13:50:48","female"
"u19539","2014-11-28 13:54:44","2014-11-28 13:57:16","female"
"u19540","2014-11-28 11:24:27","2014-11-28 11:25:58","female"
"u19541","2014-12-01 10:49:10","2014-12-01 10:51:45","female"
"u19542","2014-12-19 10:38:18","2014-12-19 10:43:04","female"
"u19543","2014-12-19 10:55:24","2014-12-19 11:04:00","female"
"u19544","2014-12-19 11:06:47","2014-12-19 11:18:21","female"
"u19545","2014-12-19 11:38:51","2014-12-19 11:46:59","female"
"u19546","2014-12-21 22:40:20","2014-12-21 22:49:30","female"
"u19547","2014-11-28 11:41:54","2014-11-28 11:44:21","male"
"u19548","2014-12-01 10:02:02","2014-12-01 10:07:20","male"
"u19549","2014-12-01 10:11:11","2014-12-01 10:11:19","male"
"u19550","2014-11-28 11:32:35","2014-11-28 11:33:54","female"
"u19551","2014-11-28 11:46:10","2014-11-28 11:46:11","female"
"u19552","2014-11-28 12:29:04","2014-11-28 12:31:47","female"
"u19553","2014-12-01 11:26:37","2014-12-01 11:26:46","female"
"u19554","2014-12-01 12:03:20","2014-12-01 12:03:30","female"
"u19555","2014-12-01 12:28:22","2014-12-01 12:30:47","female"
"u19556","2014-12-01 12:37:47","2014-12-01 12:37:52","female"
"u19557","2014-12-01 14:30:52","2014-12-01 14:30:53","female"
"u19558","2014-12-18 12:56:07","2014-12-18 13:00:36","female"
"u19559","2014-12-18 18:30:26","2014-12-18 18:30:31","female"
"u19560","2014-11-28 12:16:15","2014-11-28 12:16:21","female"
"u19561","2014-11-28 12:26:02","2014-11-28 12:26:03","male"
"u19562","2014-11-28 12:33:20","2014-11-28 12:33:26","female"
"u19563","2014-11-28 12:43:44","2014-11-28 12:48:23","female"
"u19564","2014-11-29 12:23:45","2014-11-29 12:23:51","female"
"u19565","2014-11-29 14:38:26","2014-11-29 14:40:38","female"
"u19566","2014-12-05 18:44:05","2014-12-05 18:44:13","female"
"u19567","2014-12-05 18:51:43","2014-12-05 18:51:52","female"
"u19568","2014-12-05 19:18:00","2014-12-05 19:19:02","female"
"u19569","2014-12-05 19:32:05","2014-12-05 19:32:11","female"
"u19570","2014-12-05 19:37:35","2014-12-05 19:39:32","female"
"u19571","2014-12-05 23:09:32","2014-12-05 23:09:39","female"
"u19572","2014-12-05 23:20:58","2014-12-05 23:22:38","female"
"u19573","2014-12-05 23:41:53","2014-12-05 23:41:54","female"
"u19574","2014-12-07 14:43:02","2014-12-07 14:43:03","female"
"u19575","2014-12-14 12:21:14","2014-12-14 12:21:24","female"
"u19576","2014-12-15 12:54:14","2014-12-15 12:54:24","female"
"u19577","2014-12-16 08:10:51","2014-12-16 08:13:29","female"
"u19578","2014-12-16 08:16:57","2014-12-16 08:17:07","female"
"u19579","2014-12-16 08:19:52","2014-12-16 08:19:56","female"
"u19580","2014-12-16 21:42:25","2014-12-16 21:42:32","female"
"u19581","2014-12-17 13:34:37","2014-12-17 13:34:39","female"
"u19582","2014-12-19 09:35:57","2014-12-19 09:37:05","female"
"u19583","2014-12-19 09:43:38","2014-12-19 09:44:45","female"
"u19584","2014-12-19 09:47:47","2014-12-19 09:50:18","female"
"u19585","2014-12-19 09:53:26","2014-12-19 09:53:56","female"
"u19586","2014-12-19 10:02:28","2014-12-19 10:02:34","female"
"u19587","2014-12-19 10:25:18","2014-12-19 10:25:28","female"
"u19588","2014-12-20 15:18:46","2014-12-20 15:18:55","female"
"u19589","2014-12-20 15:23:05","2014-12-20 15:23:08","female"
"u19590","2014-12-20 15:39:26","2014-12-20 15:39:35","female"
"u19591","2014-12-20 16:16:31","2014-12-20 16:21:02","female"
"u19592","2014-12-21 14:14:33","2014-12-21 14:14:43","female"
"u19593","2014-12-22 12:53:08","2014-12-22 12:53:17","female"
"u19594","2014-12-22 13:00:27","2014-12-22 13:00:32","female"
"u19595","2014-11-28 12:33:40","2014-11-28 14:17:05","female"
"u19596","2014-12-08 16:55:39","2014-12-08 16:55:43","male"
"u19597","2014-12-08 17:06:33","2014-12-08 17:06:50","male"
"u19598","2014-11-28 12:38:09","2014-11-28 12:41:53","female"
"u19599","2014-11-28 12:49:57","2014-11-28 12:51:02","female"
"u19600","2014-11-28 12:48:34","2014-11-28 13:03:28","male"
"u19601","2014-11-28 13:10:19","2014-11-28 13:10:22","male"
"u19602","2014-11-29 13:53:03","2014-11-29 14:20:32","male"
"u19603","2014-11-28 13:26:12","2014-12-18 13:03:48","female"
"u19604","2014-11-28 13:35:45","2014-11-28 13:35:48","female"
"u19605","2014-11-28 13:47:42","2014-11-28 13:47:51","female"
"u19606","2014-12-06 12:44:13","2014-12-06 12:44:41","female"
"u19607","2014-12-12 12:48:47","2014-12-12 12:48:49","female"
"u19608","2014-12-13 12:31:22","2014-12-13 12:31:29","female"
"u19609","2014-12-13 12:42:58","2014-12-13 12:43:00","female"
"u19610","2014-12-16 13:37:07","2014-12-16 13:41:04","female"
"u19611","2014-11-28 14:09:45","2014-11-28 14:09:47","male"
"u19612","2014-11-28 14:20:05","2014-11-28 14:25:32","female"
"u19613","2014-11-28 14:31:39","2014-11-28 14:32:22","female"
"u19614","2014-11-28 14:41:09","2014-11-28 14:42:39","female"
"u19615","2014-11-28 14:51:19","2014-11-28 14:52:55","female"
"u19616","2014-11-28 15:11:08","2014-11-28 15:11:40","female"
"u19617","2014-11-28 15:14:43","2014-11-28 15:16:10","female"
"u19618","2014-11-28 14:22:41","2014-11-28 14:24:42","female"
"u19619","2014-11-28 14:26:21","2014-11-28 14:26:23","male"
"u19620","2014-11-28 14:36:34","2014-11-28 14:41:19","male"
"u19621","2014-11-28 14:57:05","2014-11-28 14:57:06","male"
"u19622","2014-11-28 15:00:25","2014-11-28 15:00:31","male"
"u19623","2014-12-17 15:12:10","2014-12-17 15:14:29","male"
"u19624","2014-12-20 13:46:27","2014-12-20 13:46:31","male"
"u19625","2014-12-20 13:56:01","2014-12-20 13:56:05","male"
"u19626","2014-12-20 15:04:53","2014-12-20 15:04:59","male"
"u19627","2014-12-20 15:12:07","2014-12-20 15:13:23","male"
"u19628","2014-12-20 15:44:46","2014-12-20 15:47:37","male"
"u19629","2014-12-20 15:51:07","2014-12-20 15:52:52","male"
"u19630","2014-12-20 16:18:04","2014-12-20 16:20:36","male"
"u19631","2014-12-09 16:21:13","2014-12-09 16:26:20","female"
"u19632","2014-11-28 14:55:16","2014-11-28 15:02:18","female"
"u19633","2014-11-28 15:25:41","2014-11-28 15:27:04","female"
"u19634","2014-12-06 09:02:51","2014-12-06 09:02:54","female"
"u19635","2014-11-28 15:06:43","2014-11-28 15:08:57","female"
"u19636","2014-11-28 15:12:18","2014-11-28 15:16:28","female"
"u19637","2014-11-28 15:14:50","2014-12-13 07:54:09","female"
"u19638","2014-11-28 15:19:36","2014-11-28 15:19:38","female"
"u19639","2014-11-28 15:23:38","2014-11-28 15:23:48","female"
"u19640","2014-12-01 21:37:19","2014-12-01 21:37:26","female"
"u19641","2014-12-03 05:57:48","2014-12-03 06:01:00","female"
"u19642","2014-12-13 15:06:36","2014-12-13 15:06:43","female"
"u19643","2014-12-18 13:33:31","2014-12-18 13:37:04","female"
"u19644","2014-11-28 15:43:07","2014-11-28 15:43:59","female"
"u19645","2014-11-29 17:15:24","2014-11-29 17:15:33","female"
"u19646","2014-11-29 21:35:25","2014-11-29 21:35:32","female"
"u19647","2014-12-01 20:28:02","2014-12-01 20:28:11","female"
"u19648","2014-12-05 20:48:48","2014-12-05 20:48:49","female"
"u19649","2014-12-01 14:21:49","2014-12-01 14:23:00","female"
"u19650","2014-12-01 14:26:37","2014-12-01 14:27:51","female"
"u19651","2014-12-16 09:12:32","2014-12-16 09:12:34","female"
"u19652","2014-11-28 15:42:53","2014-11-28 15:43:26","female"
"u19653","2014-11-28 15:49:00","2014-11-28 15:49:48","female"
"u19654","2014-12-01 11:48:10","2014-12-01 11:53:02","female"
"u19655","2014-12-01 11:59:47","2014-12-01 12:07:48","female"
"u19656","2014-12-02 07:54:32","2014-12-02 07:54:42","female"
"u19657","2014-12-05 21:49:30","2014-12-05 21:49:34","female"
"u19658","2014-12-05 22:22:44","2014-12-05 22:22:50","female"
"u19659","2014-12-07 21:11:13","2014-12-07 21:11:22","female"
"u19660","2014-12-14 21:15:41","2014-12-14 21:15:49","female"
"u19661","2014-11-28 15:54:35","2014-11-28 15:54:36","female"
"u19662","2014-11-28 15:56:27","2014-11-28 15:56:34","female"
"u19663","2014-12-08 10:01:46","2014-12-08 10:01:49","female"
"u19664","2014-12-08 10:35:22","2014-12-08 10:36:13","female"
"u19665","2014-11-28 16:00:14","2014-11-28 16:00:19","male"
"u19666","2014-12-19 16:15:54","2014-12-19 16:18:40","male"
"u19667","2014-11-28 16:02:23","2014-11-28 16:02:31","male"
"u19668","2014-12-06 12:04:08","2014-12-06 12:04:10","female"
"u19669","2014-11-29 11:00:54","2014-11-29 11:01:36","female"
"u19670","2014-11-29 11:07:40","2014-11-29 11:08:54","female"
"u19671","2014-11-29 11:02:56","2014-11-29 11:04:53","male"
"u19672","2014-11-29 11:08:02","2014-11-29 11:08:05","female"
"u19673","2014-11-29 11:08:48","2014-11-29 11:09:35","female"
"u19674","2014-11-29 11:27:50","2014-11-29 11:28:46","female"
"u19675","2014-11-30 07:42:51","2014-11-30 07:48:24","female"
"u19676","2014-11-29 11:16:07","2014-11-29 11:16:15","female"
"u19677","2014-11-29 11:29:00","2014-11-29 11:30:09","female"
"u19678","2014-11-29 11:34:03","2014-11-29 11:34:36","female"
"u19679","2014-12-12 23:15:59","2014-12-12 23:27:24","female"
"u19680","2014-12-12 23:31:48","2014-12-12 23:31:53","female"
"u19681","2014-12-16 00:07:34","2014-12-16 00:10:25","female"
"u19682","2014-12-19 15:35:07","2014-12-19 15:36:23","female"
"u19683","2014-11-29 11:33:31","2014-11-29 11:35:44","female"
"u19684","2014-12-01 15:07:12","2014-12-01 15:07:21","female"
"u19685","2014-12-08 15:12:57","2014-12-08 15:13:05","female"
"u19686","2014-11-29 11:34:03","2014-11-29 11:34:12","female"
"u19687","2014-12-01 08:45:33","2014-12-01 08:47:33","female"
"u19688","2014-12-01 10:55:18","2014-12-01 10:55:25","female"
"u19689","2014-12-08 09:31:12","2014-12-08 09:35:41","female"
"u19690","2014-12-15 09:48:19","2014-12-15 09:48:20","female"
"u19691","2014-12-15 09:51:24","2014-12-15 09:53:38","female"
"u19692","2014-12-16 09:45:00","2014-12-16 09:45:06","female"
"u19693","2014-12-19 10:00:28","2014-12-19 10:00:30","female"
"u19694","2014-12-19 10:04:07","2014-12-19 10:05:08","female"
"u19695","2014-12-05 20:14:11","2014-12-05 20:14:15","female"
"u19696","2014-12-08 14:46:12","2014-12-08 14:49:50","female"
"u19697","2014-11-29 12:04:05","2014-11-29 12:04:14","female"
"u19698","2014-12-05 10:39:05","2014-12-05 10:39:13","female"
"u19699","2014-12-05 15:10:38","2014-12-05 15:10:48","female"
"u19700","2014-12-08 09:35:49","2014-12-08 09:37:27","female"
"u19701","2014-12-08 14:11:32","2014-12-08 14:12:04","female"
"u19702","2014-12-08 16:03:00","2014-12-08 16:03:01","female"
"u19703","2014-12-08 20:12:41","2014-12-08 20:12:45","female"
"u19704","2014-11-29 12:21:59","2014-11-29 12:22:16","female"
"u19705","2014-12-05 21:10:22","2014-12-05 21:10:23","female"
"u19706","2014-11-29 12:35:16","2014-11-29 12:35:21","female"
"u19707","2014-12-03 18:50:35","2014-12-03 18:51:48","female"
"u19708","2014-12-03 19:27:23","2014-12-03 19:27:26","female"
"u19709","2014-12-03 21:03:32","2014-12-03 21:05:18","female"
"u19710","2014-12-03 21:27:44","2014-12-03 21:27:54","female"
"u19711","2014-12-07 18:35:24","2014-12-07 18:36:11","female"
"u19712","2014-12-07 18:44:47","2014-12-07 18:44:52","female"
"u19713","2014-12-07 19:13:23","2014-12-07 19:13:27","female"
